trip_id,vehicle_type,fuel_type,road_type,time_of_day,weather,distance_km,avg_speed_kmph,traffic_level,ac_used,load_kg,engine_cc,tyre_pressure_ok,last_service_days,fuel_price_per_litre,driver_hours_today,idle_time_minutes,harsh_braking_count,rpm_avg,fuel_consumed_litres,trip_cost_inr,carbon_emission_kg,eco_score,trip_grade,fatigue_risk,ev_cost_per_trip,anomaly_flag
2307,Car,CNG,Highway,Evening,Clear,81.02,18.01,2,0,49.36,800,1,270,108.98,2.5,44.4,10,2467,17.587,1916.63,34.471,53.3,D,33.4,97.22,0
2308,Bike,Petrol,Highway,Night,Hot,56.9,56.13,3,1,62.6,2500,1,275,95.47,3.4,9.0,8,3248,2.26,215.76,5.221,60.5,C,57.5,68.28,0
2309,Car,CNG,City,Afternoon,Clear,88.96,11.39,4,0,155.7,1500,0,55,107.31,11.2,24.9,10,2855,30.0,3219.3,58.8,50.2,D,96.7,106.75,0
2310,Car,Petrol,City,Night,Clear,51.9,74.89,5,1,417.8,150,0,308,96.88,7.9,11.7,5,2096,16.394,1588.25,37.87,40.0,D,84.7,62.28,0
2311,Bike,CNG,City,Morning,Rain,23.25,91.12,3,1,516.68,2000,1,337,107.57,10.9,10.3,4,3263,2.167,233.1,4.247,48.9,D,90.2,27.9,1
2312,Auto,Petrol,Mixed,Morning,Fog,13.82,34.71,5,0,261.6,1200,1,99,93.13,4.1,42.1,1,1799,0.531,49.45,1.227,53.0,D,29.1,16.58,0
2313,Bike,CNG,City,Night,Clear,86.97,30.46,2,0,333.12,2500,1,370,90.1,4.3,26.0,13,2077,1.467,132.18,2.875,46.1,D,80.1,104.36,0
2314,Truck,Petrol,City,Evening,Rain,6.56,46.98,2,0,123.82,2500,0,252,103.88,6.2,3.8,8,3501,3.154,327.64,7.286,58.7,C,56.1,7.87,0
2315,SUV,Diesel,Mixed,Morning,Clear,12.64,61.94,3,1,474.65,1500,0,86,93.21,8.1,16.5,9,1271,4.772,444.8,12.789,43.6,D,73.1,15.17,0
2316,Car,Petrol,Mixed,Afternoon,Clear,7.3,24.44,4,0,533.01,100,1,277,112.16,2.2,37.7,14,3809,0.9,100.94,2.079,25.7,F,44.0,8.76,1
2317,Car,Petrol,City,Evening,Clear,42.95,77.89,4,0,291.36,150,1,97,92.27,2.5,4.2,0,3805,4.994,460.8,11.536,76.2,B,20.5,51.54,0
2318,Car,Petrol,Mixed,Morning,Clear,53.73,25.27,5,1,96.52,1500,1,128,104.39,9.7,1.0,7,3911,16.048,1675.25,37.071,53.9,D,82.0,64.48,0
2319,Bike,Diesel,Highway,Night,Clear,2.97,8.48,2,1,3.06,800,1,107,106.82,10.4,38.1,11,2653,0.109,11.64,0.292,50.8,D,100.0,3.56,0
2320,Bike,Petrol,City,Evening,Hot,52.04,53.61,2,0,321.85,1000,1,56,88.07,0.6,30.7,12,931,0.9,79.26,2.079,56.9,C,30.5,62.45,0
2321,SUV,Diesel,City,Evening,Rain,39.98,18.02,4,1,298.58,2000,1,41,111.48,8.7,3.2,2,1016,14.505,1617.02,38.873,63.9,C,65.5,47.98,0
2322,Truck,Petrol,Highway,Morning,Hot,77.59,68.75,2,0,555.49,800,0,307,107.62,4.6,8.3,4,2562,27.288,2936.73,63.035,55.5,C,35.9,93.11,0
2323,Bike,CNG,Mixed,Afternoon,Rain,83.17,22.57,2,0,21.89,100,1,76,108.78,4.4,3.2,4,1018,2.532,275.43,4.963,85.4,A,43.5,99.8,0
2324,Car,Petrol,City,Morning,Clear,68.81,79.11,3,1,89.37,1000,0,281,89.52,6.9,3.1,6,871,12.946,1158.93,29.905,58.3,C,61.4,82.57,0
2325,Auto,Petrol,City,Morning,Clear,47.88,48.92,4,1,118.61,1200,1,215,97.51,9.2,40.5,3,1350,2.373,231.39,5.482,46.5,D,71.0,57.46,0
2326,SUV,Petrol,City,Morning,Hot,22.4,57.27,4,0,328.27,1200,1,188,105.34,11.2,33.9,0,1976,6.723,708.2,15.53,64.0,C,79.0,26.88,0
2327,Auto,Petrol,Highway,Morning,Rain,84.86,24.23,1,1,170.84,800,1,87,94.18,0.6,23.1,13,1843,6.843,644.47,15.807,60.4,C,26.0,101.83,0
2328,Car,Petrol,City,Morning,Hot,34.83,20.76,4,0,123.41,150,0,113,110.46,3.6,14.4,13,3855,11.319,1250.3,26.147,47.1,D,46.8,41.8,0
2329,Bike,Petrol,City,Night,Clear,36.27,62.92,4,1,308.65,1000,0,322,99.02,5.0,27.5,0,2377,1.6,158.43,3.696,43.5,D,60.5,43.52,0
2330,Car,CNG,Highway,Morning,Clear,91.69,30.23,1,1,24.39,1500,1,45,109.63,1.4,12.9,10,2582,10.091,1106.28,19.778,71.5,B,28.8,110.03,0
2331,Car,Diesel,Mixed,Afternoon,Clear,97.58,41.58,2,0,585.15,2500,1,382,111.66,0.9,6.4,3,933,18.849,2104.68,50.515,62.0,C,12.1,117.1,0
2332,Car,Diesel,Highway,Evening,Clear,89.91,49.71,2,0,516.61,150,0,151,100.84,11.9,21.9,1,1666,12.096,1219.76,32.417,63.6,C,84.4,107.89,0
2333,Bike,Petrol,City,Night,Clear,99.83,27.98,5,0,163.18,800,1,45,94.13,7.9,38.0,13,3914,2.604,245.11,6.015,38.6,F,100.0,119.8,0
2334,Bike,Diesel,City,Afternoon,Clear,87.02,77.2,2,1,201.7,2500,0,126,98.29,3.6,30.8,10,3953,2.1,206.41,5.628,48.9,D,43.3,104.42,0
2335,Car,Petrol,City,Morning,Rain,70.73,89.73,4,1,147.54,1500,1,312,101.48,4.8,35.3,1,2000,20.609,2091.4,47.607,48.1,D,34.4,84.88,0
2336,Car,Diesel,Mixed,Afternoon,Clear,30.09,45.57,5,0,557.04,1500,0,71,100.29,8.6,8.0,1,1877,7.594,761.6,20.352,57.8,C,61.7,36.11,0
2337,Bike,Petrol,Mixed,Evening,Clear,95.34,87.83,5,1,391.92,1000,1,397,88.13,2.2,43.3,3,3532,4.192,369.44,9.684,27.0,F,22.7,114.41,0
2338,Car,Petrol,City,Afternoon,Rain,87.79,84.79,2,0,312.71,1200,1,385,90.28,5.4,3.4,0,3661,11.736,1059.53,27.11,78.8,B,39.7,105.35,0
2339,Car,Petrol,City,Morning,Clear,24.83,22.45,5,0,305.16,1200,0,133,100.32,10.4,23.0,4,1897,7.647,767.15,17.665,47.7,D,80.7,29.8,0
2340,Bike,CNG,Highway,Evening,Rain,49.43,23.08,1,0,99.55,2500,1,75,99.8,3.6,16.7,7,3152,1.216,121.36,2.383,76.9,B,33.8,59.32,0
2341,Truck,Petrol,Highway,Morning,Clear,7.94,49.53,5,1,577.59,800,0,60,112.03,2.5,26.7,1,2328,2.64,295.76,6.098,34.6,F,22.4,9.53,0
2342,Car,Diesel,City,Morning,Hot,95.38,53.75,3,0,548.76,1000,0,163,95.47,10.7,42.3,12,1994,30.0,2864.1,80.4,32.5,F,100.0,114.46,1
2343,Car,Petrol,Mixed,Night,Rain,57.7,37.68,1,1,571.45,2500,0,345,114.39,11.4,5.0,0,914,17.847,2041.52,41.227,61.9,C,95.7,69.24,0
2344,Car,Diesel,Mixed,Evening,Hot,25.27,35.22,4,0,174.56,1500,0,29,114.26,10.6,5.9,4,3649,4.323,493.95,11.586,68.9,C,81.9,30.32,0
2345,SUV,CNG,Highway,Evening,Clear,29.95,45.53,2,0,285.99,800,0,379,93.09,11.1,15.1,1,3746,10.77,1002.58,21.109,62.7,C,78.8,35.94,0
2346,Bike,Petrol,Mixed,Morning,Clear,98.08,68.07,2,0,311.36,1200,0,47,88.66,5.2,28.9,3,2289,2.513,222.8,5.805,62.8,C,45.8,117.7,0
2347,Bike,Petrol,Mixed,Afternoon,Clear,61.95,15.34,3,1,293.8,1500,0,243,93.34,5.9,6.6,13,1519,2.219,207.12,5.126,43.7,D,69.3,74.34,0
2348,Car,CNG,Mixed,Evening,Clear,42.65,69.82,2,1,11.51,1500,1,271,99.33,7.6,5.9,3,2627,6.071,603.03,11.899,70.6,B,55.7,51.18,0
2349,Bike,Petrol,Mixed,Afternoon,Clear,50.48,88.58,4,1,499.89,100,0,319,97.92,1.2,35.6,2,1780,0.706,69.13,1.631,27.3,F,18.5,60.58,0
2350,Car,Petrol,City,Afternoon,Rain,10.76,74.43,5,1,447.93,150,0,119,100.79,8.3,35.8,5,830,2.871,289.37,6.632,30.6,F,68.1,12.91,0
2351,Bike,Diesel,City,Evening,Clear,8.43,24.68,2,1,284.88,800,0,263,106.68,6.7,30.6,1,2963,0.1,10.67,0.268,47.6,D,51.1,10.12,0
2352,SUV,Diesel,Mixed,Afternoon,Rain,59.68,15.61,4,1,160.44,1500,1,351,101.99,11.3,18.5,10,3793,20.864,2127.92,55.916,33.3,F,98.6,71.62,0
2353,Bike,Petrol,Mixed,Evening,Fog,51.69,50.66,1,1,380.99,100,0,23,97.31,6.8,25.8,12,1776,2.224,216.42,5.137,48.2,D,69.1,62.03,0
2354,Auto,Diesel,Mixed,Night,Rain,36.56,91.21,4,1,82.98,1200,0,30,106.24,11.9,27.7,14,2623,3.345,355.37,8.965,34.3,F,100.0,43.87,0
2355,Truck,Petrol,City,Evening,Clear,57.05,79.26,3,0,598.37,2000,1,108,97.02,11.6,30.6,10,1378,20.303,1969.8,46.9,45.1,D,95.7,68.46,0
2356,Car,Petrol,Highway,Evening,Hot,8.19,56.96,4,1,75.2,800,1,102,97.52,5.1,10.5,0,1733,0.335,32.67,0.774,68.2,C,29.9,9.83,0
2357,SUV,Diesel,City,Evening,Clear,94.46,20.44,2,0,35.07,2500,0,161,97.27,0.9,23.2,0,2043,26.811,2607.91,71.853,71.1,B,5.5,113.35,0
2358,Car,Petrol,Highway,Night,Clear,30.08,70.1,5,1,367.45,2500,1,388,96.21,9.8,44.9,11,3430,10.354,996.16,23.918,17.9,F,100.0,36.1,0
2359,Bike,Petrol,City,Afternoon,Fog,8.11,78.73,4,1,278.05,1200,1,397,106.91,10.3,7.9,6,3045,0.1,10.69,0.231,42.9,D,83.2,9.73,0
2360,Car,Diesel,City,Night,Clear,17.78,89.35,3,1,431.4,2000,1,292,92.72,6.9,3.5,10,1040,5.371,498.0,14.394,45.3,D,85.5,21.34,0
2361,Car,CNG,City,Afternoon,Rain,10.45,61.25,1,0,76.78,1200,1,355,108.91,8.9,3.1,9,1321,2.926,318.67,5.735,72.8,B,87.2,12.54,1
2362,Bike,CNG,Highway,Evening,Clear,18.68,52.76,3,0,218.25,800,0,80,112.91,6.0,30.0,11,2849,0.413,46.63,0.809,52.9,D,65.0,22.42,0
2363,Car,CNG,City,Evening,Clear,42.26,61.87,1,1,300.62,100,0,320,95.46,7.8,36.7,4,1011,10.641,1015.79,20.856,46.8,D,62.8,50.71,0
2364,Bike,CNG,City,Night,Clear,74.07,90.06,4,0,268.19,800,0,143,107.01,6.4,10.7,13,2690,2.821,301.88,5.529,43.8,D,94.8,88.88,0
2365,Bike,Petrol,City,Night,Clear,27.96,62.65,5,1,349.82,2000,0,362,104.31,6.0,1.5,4,2010,1.537,160.32,3.55,41.6,D,76.5,33.55,0
2366,Car,Petrol,City,Night,Clear,44.16,30.41,3,0,61.05,2500,0,86,96.09,9.9,32.2,14,1161,13.82,1327.96,31.924,46.6,D,100.0,52.99,1
2367,Car,Diesel,Mixed,Night,Clear,92.95,63.35,5,1,302.23,2500,0,138,94.38,2.6,33.6,11,2435,30.0,2831.4,80.4,25.4,F,61.3,111.54,0
2368,Bike,Petrol,City,Evening,Fog,30.29,84.54,4,0,332.86,2500,0,112,113.48,5.4,11.9,8,869,0.86,97.59,1.987,52.5,D,52.6,36.35,0
2369,Car,Diesel,City,Evening,Fog,79.68,57.33,5,0,528.61,2000,0,67,106.82,8.3,0.7,6,1974,25.686,2743.78,68.838,49.9,D,71.8,95.62,0
2370,Truck,Diesel,Mixed,Morning,Fog,16.62,51.73,5,0,342.65,2000,1,367,105.41,11.8,36.0,8,3178,5.855,617.18,15.691,34.3,F,99.1,19.94,0
2371,Bike,Petrol,Highway,Night,Fog,18.65,71.8,3,0,328.38,2500,1,214,114.92,7.1,16.2,4,2306,0.1,11.49,0.231,68.9,C,75.2,22.38,0
2372,Auto,CNG,Highway,Night,Clear,46.16,65.51,4,0,487.25,2500,1,350,97.54,6.8,23.4,8,1624,2.844,277.4,5.574,41.0,D,86.6,55.39,0
2373,Bike,Petrol,Highway,Afternoon,Hot,24.18,12.93,5,1,39.0,1500,0,286,94.18,6.3,40.5,14,3132,1.249,117.63,2.885,23.9,F,71.9,29.02,0
2374,Bike,Petrol,Mixed,Afternoon,Clear,90.4,71.1,1,1,388.78,1200,0,324,96.9,1.1,9.3,12,3120,2.219,215.02,5.126,41.2,D,32.8,108.48,0
2375,Bike,CNG,City,Evening,Clear,6.02,43.46,2,1,487.08,1000,0,218,92.59,8.0,5.9,5,2626,0.1,9.26,0.196,52.9,D,68.6,7.22,0
2376,Car,Petrol,Mixed,Morning,Rain,60.13,89.86,1,1,56.76,1200,0,220,112.97,11.6,26.2,0,1360,9.677,1093.21,22.354,67.4,C,83.7,72.16,1
2377,Car,Petrol,Mixed,Night,Clear,60.82,92.46,5,0,486.94,1500,0,204,106.82,8.8,30.0,7,2825,18.965,2025.84,43.809,30.9,F,94.0,72.98,0
2378,Truck,Petrol,Highway,Morning,Fog,7.54,47.04,4,0,472.29,2000,0,60,104.33,4.2,17.7,7,2610,2.284,238.29,5.276,49.0,D,42.5,9.05,0
2379,Bike,Diesel,Highway,Morning,Clear,73.52,92.29,1,0,0.57,800,0,392,109.78,8.1,1.4,13,3315,0.748,82.12,2.005,59.1,C,81.7,88.22,0
2380,Truck,Diesel,Highway,Evening,Clear,47.42,35.04,4,1,147.69,100,0,305,101.93,6.3,4.0,6,1252,15.577,1587.76,41.746,45.4,D,52.7,56.9,0
2381,Auto,Diesel,City,Morning,Clear,72.58,67.39,1,0,90.75,1200,1,145,93.15,8.2,12.0,14,930,3.292,306.65,8.823,68.1,C,85.0,87.1,0
2382,Auto,Diesel,City,Night,Clear,82.87,14.53,4,0,306.8,100,0,14,92.16,12.0,9.9,4,1510,4.837,445.78,12.963,66.8,C,100.0,99.44,0
2383,SUV,Petrol,Mixed,Evening,Hot,32.97,20.61,5,1,548.4,1500,0,279,102.11,7.5,14.2,12,3343,10.903,1113.31,25.186,22.7,F,73.5,39.56,0
2384,Bike,CNG,Highway,Morning,Hot,48.96,83.21,3,1,361.62,100,0,350,109.75,0.7,24.2,5,978,0.483,53.01,0.947,41.4,D,15.2,58.75,0
2385,Car,CNG,City,Evening,Clear,26.82,85.76,1,0,361.08,2500,0,244,93.98,3.4,2.5,4,1464,3.31,311.07,6.488,72.0,B,34.7,32.18,0
2386,Bike,Petrol,Mixed,Evening,Clear,20.95,54.34,4,0,73.71,2500,0,174,107.03,5.4,10.2,0,3453,0.909,97.29,2.1,65.8,C,41.1,25.14,0
2387,Car,Petrol,Highway,Afternoon,Clear,1.06,37.56,1,1,399.83,150,0,198,94.74,1.3,36.0,1,3922,0.276,26.15,0.638,54.7,D,5.9,1.27,0
2388,Bike,CNG,City,Evening,Fog,96.4,47.24,4,1,532.99,1500,1,200,99.69,5.8,7.6,12,3695,3.469,345.82,6.799,38.0,F,56.8,115.68,0
2389,Truck,CNG,Highway,Morning,Clear,44.65,83.66,4,1,257.61,100,1,122,89.65,5.7,13.5,5,1576,15.814,1417.73,30.995,54.4,D,49.5,53.58,0
2390,Bike,CNG,Highway,Afternoon,Hot,2.29,26.36,3,0,409.06,1200,0,289,101.59,10.6,20.6,6,3956,0.1,10.16,0.196,47.6,D,84.9,2.75,0
2391,Car,CNG,City,Night,Rain,1.88,33.65,4,1,176.96,1200,1,278,92.57,3.8,7.3,0,3411,2.033,188.19,3.985,62.6,C,42.9,2.26,0
2392,Car,Petrol,Mixed,Night,Hot,29.55,76.33,1,0,161.34,800,0,147,110.8,5.2,34.1,9,971,5.599,620.37,12.934,61.4,C,73.6,35.46,1
2393,Bike,Diesel,City,Night,Rain,2.38,89.37,5,0,111.06,800,1,44,113.85,3.2,1.3,14,3243,0.835,95.06,2.238,58.9,C,68.5,2.86,0
2394,Car,Petrol,City,Night,Rain,38.08,16.08,2,1,144.9,2500,1,118,90.26,9.7,19.3,7,2733,8.436,761.43,19.487,62.2,C,99.4,45.7,0
2395,Auto,Petrol,City,Night,Rain,7.23,77.93,4,1,205.66,2000,1,291,102.41,9.6,24.6,5,1094,2.502,256.23,5.78,49.1,D,94.8,8.68,1
2396,Car,Diesel,Highway,Morning,Fog,4.89,64.12,2,0,340.04,100,0,45,107.01,11.4,5.6,4,3677,1.597,170.89,4.28,72.3,B,87.9,5.87,0
2397,Car,Petrol,City,Evening,Fog,67.27,28.08,5,1,468.39,1500,1,392,89.76,10.1,30.9,9,3924,21.077,1891.87,48.688,23.0,F,82.0,80.72,0
2398,Car,Diesel,City,Afternoon,Rain,90.78,73.76,2,0,173.74,1500,0,269,102.95,9.8,4.4,2,1944,11.804,1215.22,31.635,72.8,B,72.1,108.94,0
2399,Bike,Petrol,Mixed,Evening,Rain,41.53,71.33,4,0,100.87,1000,0,211,113.29,3.2,25.0,4,1362,1.661,188.17,3.837,56.6,C,39.0,49.84,0
2400,Bike,Petrol,City,Evening,Hot,83.84,20.36,1,1,269.86,2000,0,332,102.22,8.4,40.4,4,1069,1.303,133.19,3.01,51.9,D,69.3,100.61,0
2401,Car,Petrol,Mixed,Morning,Hot,3.9,51.7,3,1,473.71,1500,1,336,104.77,1.0,7.4,8,1202,2.293,240.24,5.297,42.3,D,21.7,4.68,0
2402,Car,Petrol,Highway,Morning,Rain,77.99,73.97,4,0,233.6,2000,1,132,96.84,0.8,25.7,10,2757,17.511,1695.77,40.45,50.2,D,28.8,93.59,0
2403,Bike,Petrol,Mixed,Morning,Clear,7.22,24.66,4,0,547.96,1500,0,99,104.61,4.0,37.1,8,1037,0.1,10.46,0.231,38.8,F,48.3,8.66,0
2404,Car,Petrol,Highway,Afternoon,Clear,84.01,48.26,3,0,148.75,1200,1,314,111.98,10.5,9.7,7,1206,13.113,1468.39,30.291,59.4,C,88.4,100.81,0
2405,Bike,CNG,City,Morning,Hot,88.35,18.5,3,0,454.99,100,1,287,96.89,3.7,0.8,11,3021,2.027,196.4,3.973,50.0,D,44.4,106.02,0
2406,Bike,Petrol,City,Evening,Clear,78.81,34.69,3,1,280.66,1500,0,364,108.85,11.2,1.0,14,1382,0.927,100.9,2.141,35.9,F,100.0,94.57,1
2407,Car,Petrol,Mixed,Afternoon,Clear,82.25,26.96,3,0,64.28,800,0,203,103.41,3.0,11.0,6,816,14.61,1510.82,33.749,60.5,C,30.3,98.7,0
2408,Car,Diesel,Mixed,Morning,Clear,56.59,51.94,3,1,168.64,1200,0,34,94.95,1.0,32.2,13,1853,18.487,1755.34,49.545,41.1,D,28.2,67.91,0
2409,SUV,Diesel,City,Morning,Rain,27.22,20.29,4,1,514.93,150,1,259,98.57,7.3,15.3,10,1605,9.178,904.68,24.597,34.5,F,74.2,32.66,0
2410,Bike,Petrol,Highway,Morning,Rain,64.68,41.33,2,0,3.53,2000,1,208,97.66,9.9,21.6,13,3206,0.711,69.44,1.642,61.7,C,100.0,77.62,0
2411,Bike,Diesel,City,Evening,Clear,44.51,31.94,1,0,453.81,1500,1,337,100.65,7.1,2.6,12,3035,1.311,131.95,3.513,63.5,C,73.8,53.41,0
2412,Car,Diesel,Mixed,Morning,Clear,1.53,72.91,4,1,486.84,800,0,302,91.04,6.3,39.7,13,3498,2.683,244.26,7.19,19.9,F,68.0,1.84,1
2413,Bike,Petrol,Mixed,Evening,Fog,48.21,68.87,5,1,71.9,1500,1,102,92.07,5.5,18.4,6,2900,0.185,17.03,0.427,52.2,D,52.6,57.85,0
2414,Car,Petrol,Mixed,Afternoon,Hot,65.47,16.26,4,0,577.31,150,1,72,98.22,8.7,35.5,5,3782,21.882,2149.25,50.547,47.0,D,74.4,78.56,0
2415,Bike,CNG,Mixed,Morning,Clear,2.37,90.95,4,0,523.37,1200,0,77,103.17,11.6,0.7,12,1037,0.351,36.21,0.688,50.8,D,100.0,2.84,0
2416,SUV,Diesel,Mixed,Night,Clear,62.51,72.79,2,0,107.12,1000,1,181,104.68,4.1,31.5,13,1212,20.896,2187.39,56.001,55.7,C,75.5,75.01,0
2417,Car,Diesel,City,Night,Rain,65.6,61.59,3,1,144.87,2000,0,233,112.58,4.4,22.6,4,3165,21.844,2459.2,58.542,51.1,D,53.6,78.72,0
2418,Car,Petrol,Mixed,Evening,Fog,16.65,49.56,5,1,491.07,100,1,361,103.36,1.3,11.7,2,1888,5.62,580.88,12.982,42.8,D,13.5,19.98,0
2419,Car,Petrol,Highway,Morning,Fog,43.68,23.48,2,0,327.82,100,1,50,107.7,2.4,32.2,12,2876,8.804,948.19,20.337,53.4,D,37.8,52.42,0
2420,Car,Diesel,Mixed,Morning,Rain,96.47,91.7,1,1,553.54,1000,0,87,101.01,6.5,22.1,13,3305,30.0,3030.3,80.4,40.2,D,72.4,115.76,1
2421,Car,Petrol,Highway,Night,Hot,88.53,8.68,5,1,587.48,100,1,396,102.13,4.1,27.1,13,3687,29.882,3051.85,69.027,17.4,F,73.1,106.24,0
2422,Car,Petrol,City,Afternoon,Clear,41.67,68.25,5,0,206.06,1500,0,162,103.93,9.9,33.1,3,1086,9.528,990.25,22.01,45.9,D,75.3,50.0,0
2423,Truck,Diesel,Highway,Afternoon,Clear,35.63,52.15,2,1,58.18,2500,1,271,102.1,7.7,4.0,5,1647,12.967,1323.93,34.752,69.4,C,70.4,42.76,0
2424,Bike,Petrol,Highway,Evening,Rain,13.28,86.52,5,1,422.11,1500,0,234,96.35,8.9,31.0,6,1445,0.1,9.64,0.231,27.8,F,74.6,15.94,0
2425,Car,Diesel,City,Night,Fog,4.48,41.12,4,0,553.87,100,0,67,114.39,5.6,19.2,1,3589,0.236,27.0,0.632,58.9,C,62.6,5.38,0
2426,SUV,Diesel,City,Evening,Rain,30.45,53.12,4,0,98.93,2000,0,258,104.71,1.6,41.9,2,1645,9.771,1023.12,26.186,53.0,D,14.7,36.54,0
2427,Car,Petrol,Highway,Evening,Hot,94.09,72.58,3,0,591.23,150,0,61,97.35,7.0,39.5,6,1234,26.958,2624.36,62.273,45.4,D,55.7,112.91,0
2428,SUV,Diesel,City,Afternoon,Fog,95.9,12.14,2,1,117.52,100,1,334,109.56,3.5,33.9,9,1932,30.0,3286.8,80.4,48.6,D,40.6,115.08,1
2429,Car,Petrol,City,Night,Rain,81.44,12.74,4,1,51.77,2500,0,30,92.42,6.5,33.0,6,3016,26.889,2485.08,62.114,47.6,D,75.9,97.73,0
2430,Auto,Diesel,City,Evening,Clear,35.73,26.42,5,1,297.42,150,0,128,114.8,1.8,39.8,7,2202,3.633,417.07,9.736,32.7,F,28.3,42.88,0
2431,Bike,Petrol,Mixed,Afternoon,Clear,15.22,20.74,5,0,483.34,100,1,317,109.3,9.5,35.8,8,2675,1.245,136.08,2.876,28.9,F,83.7,18.26,0
2432,Auto,Petrol,Mixed,Afternoon,Fog,59.96,8.56,4,0,212.63,1500,0,256,90.63,5.1,43.3,8,2613,5.884,533.27,13.592,38.3,F,52.7,71.95,0
2433,SUV,Diesel,City,Morning,Clear,65.0,62.2,2,1,199.1,100,1,160,110.9,8.1,38.8,10,3837,22.234,2465.75,59.587,46.4,D,79.4,78.0,0
2434,Car,Petrol,Mixed,Night,Clear,43.03,77.25,2,1,118.27,2500,0,345,94.98,6.2,14.8,12,2955,13.143,1248.32,30.36,44.7,D,83.9,51.64,0
2435,SUV,CNG,Highway,Night,Hot,69.47,91.27,1,1,591.65,800,0,169,105.22,5.9,31.4,0,1522,24.14,2540.01,47.314,55.0,C,67.4,83.36,0
2436,Car,Petrol,City,Morning,Hot,74.92,46.36,2,1,205.12,2000,0,192,92.46,4.9,39.0,0,2671,18.208,1683.51,42.06,56.0,C,29.3,89.9,0
2437,Car,Petrol,City,Evening,Clear,78.52,32.34,4,0,399.88,2000,0,143,107.19,6.1,36.5,5,1388,26.834,2876.34,61.987,43.0,D,48.7,94.22,0
2438,Car,Petrol,Highway,Afternoon,Fog,50.73,83.16,1,0,79.43,2500,1,51,108.45,7.5,28.0,11,2779,5.079,550.82,11.732,62.6,C,75.6,60.88,0
2439,Bike,Petrol,City,Afternoon,Clear,79.37,81.46,5,0,269.85,2000,0,241,110.99,3.1,22.7,0,1932,1.138,126.31,2.629,54.4,D,18.4,95.24,0
2440,Car,Petrol,Mixed,Afternoon,Clear,3.52,62.36,4,1,477.49,1000,1,34,101.17,8.7,3.8,8,2405,1.469,148.62,3.393,47.9,D,77.0,4.22,0
2441,Bike,Diesel,City,Morning,Rain,68.36,31.76,3,0,582.21,800,0,71,102.94,6.1,14.4,0,1023,2.351,242.01,6.301,61.2,C,40.5,82.03,0
2442,Bike,Diesel,City,Afternoon,Fog,24.33,87.04,3,0,106.4,100,1,174,93.81,7.6,27.2,4,3801,0.1,9.38,0.268,66.7,C,62.7,29.2,0
2443,Truck,CNG,Mixed,Evening,Clear,27.78,23.52,2,1,56.79,2500,1,354,101.92,5.9,26.0,0,2439,8.146,830.24,15.966,64.9,C,41.2,33.34,0
2444,Auto,CNG,City,Evening,Clear,10.04,11.8,1,1,592.5,150,1,370,102.36,2.4,33.7,10,1486,1.058,108.3,2.074,40.6,D,35.1,12.05,0
2445,Bike,Petrol,Highway,Morning,Clear,20.05,77.31,1,1,332.51,2500,0,129,109.85,4.3,39.4,14,3253,0.682,74.92,1.575,39.4,F,58.0,24.06,0
2446,Car,Diesel,City,Evening,Hot,99.21,57.04,5,0,207.25,100,0,81,107.2,4.4,25.3,13,3380,30.0,3216.0,80.4,40.9,D,62.9,119.05,1
2447,Car,Petrol,City,Night,Rain,42.12,29.44,2,0,576.17,2000,0,73,106.85,5.2,28.9,4,1645,10.462,1117.86,24.167,59.0,C,64.1,50.54,0
2448,Car,Diesel,City,Night,Clear,92.85,66.37,1,0,234.11,1200,1,137,88.8,4.2,19.2,3,1304,8.168,725.32,21.89,74.7,B,51.2,111.42,0
2449,Car,Petrol,City,Afternoon,Clear,17.13,74.7,4,0,139.2,1200,1,331,102.75,8.3,2.6,5,2244,3.363,345.55,7.769,62.9,C,62.6,20.56,0
2450,Car,CNG,City,Afternoon,Rain,21.2,81.48,5,1,482.1,1200,0,358,114.8,11.9,14.7,7,3773,5.196,596.5,10.184,25.7,F,95.3,25.44,1
2451,Car,Diesel,City,Night,Rain,56.22,32.54,1,1,188.38,1200,0,185,108.31,8.6,24.3,8,2411,16.644,1802.71,44.606,58.9,C,96.9,67.46,1
2452,SUV,CNG,Highway,Evening,Fog,35.6,10.23,3,0,193.19,2000,0,277,110.54,11.5,22.2,4,2105,12.027,1329.46,23.573,54.4,D,92.9,42.72,0
2453,Bike,Diesel,Highway,Morning,Clear,64.75,52.37,3,0,266.99,100,0,40,101.33,9.0,25.3,7,3879,1.904,192.93,5.103,59.0,C,79.7,77.7,0
2454,Car,CNG,City,Afternoon,Hot,42.78,82.48,1,1,415.78,1200,0,4,110.46,7.2,28.1,5,3154,5.597,618.24,10.97,55.2,C,58.1,51.34,0
2455,Bike,Diesel,Mixed,Afternoon,Clear,81.35,26.08,3,0,505.06,1000,1,85,110.06,8.6,3.1,7,2257,0.737,81.11,1.975,64.6,C,70.2,97.62,0
2456,Car,Petrol,City,Night,Clear,43.72,44.64,4,0,135.7,100,0,131,102.31,9.9,0.6,4,2024,8.319,851.12,19.217,66.4,C,96.7,52.46,1
2457,Bike,Petrol,City,Night,Clear,57.66,30.31,5,1,217.49,800,0,232,103.35,10.1,10.3,7,2711,1.834,189.54,4.237,35.4,F,100.0,69.19,0
